originalPlace	interpretedPlace	longitude	latitude	xmin	xmax	ymin	ymax	uncertainty
'Museo Civico quot;Giuseppe Scarabelliquot;', 'Italy'	Piazza Medaglie D'Oro, 1, 22100 Como CO, Italy	9.0861586	45.8084775	9.0848096	9.0875076	45.8071285	45.8098265	183
'Museo de Biologia', 'Venezuela'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo de Ciencias', 'Grenada'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo de Ciencias Naturales', 'Crdoba, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo de Ciencias Naturales de la UNELLEZ en Guanare', 'Venezuela'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo de Entomologia quot;Francisco Luis Gallegoquot;', 'Colombia'	Medellin, Antioquia, Colombia	-75.5759509	6.2605018	-75.5772999	-75.5746019	6.2591528	6.2618508	211
'Museo de Historia Natural Francisco Javier Muniz de Moreno', 'Moreno Partido, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo de la Universidad Nacional del Comahue', 'Argentina'	Buenos Aires 1400, Q8300 Neuquén, Argentina	-68.0573579	-38.9401499	-68.0587069	-68.0560089	-38.9414989	-38.9388009	190
'Museo de la Universidad Nacional del Comahue', 'Argentina'	Calle Mitre y Santa Cruz, CP 8300 Patagonia, Neuquén, Argentina	-68.0534071	-38.9566645	-68.0547561	-68.0520581	-38.9580135	-38.9553155	190
'Museo de Zoologia', 'Costa Rica'	Cartago Province, Turrialba, Costa Rica	-83.6280378	9.9010395	-83.6293868	-83.6266888	9.8996905	9.9023885	210
'Museo de Zoologia', 'Costa Rica'	Cartago Province, Costa Rica	-84.0018128	9.8467367	-84.0031618	-84.0004638	9.8453877	9.8480857	210
'Museo de Zoologica', 'Spain'	Parc de la Ciutadella, 08003 Barcelona, Spain	2.1898576	41.386333	2.1885086	2.1912066	41.384984	41.387682	188
'Museo dei Fisiocritici', 'Italy'	Piazzetta Silvio Gigli, 2,, 53100 Siena SI, Italy	11.330831	43.314248	11.329482	11.33218	43.312899	43.315597	186
'Museo del Departamento de Estratigrafia y Paleontologia', 'Spain'	Spain	-3.74922	40.463667	-18.2648001	5.098	27.4985	45.244	896293
'Museo del Dipartimento di Biologia Animale dell Universita', 'Italy'	Via Androne, 81, 95124 Catania CT, Italy	15.0799677	37.5107028	15.0786187	15.0813167	37.5093538	37.5120518	191
'Museo del Instituto de Zoologia Agricola Francisco Fernandez Yepez', 'Maracay, Venezuela'	Maracay, Aragua, Venezuela	-67.6066164	10.2441931	-67.6685922	-67.5422287	10.2049546	10.3294132	8059
'Museo di Storia Naturale dell Universita', 'Italy'	Via Giorgio la Pira, 4, 50121 Firenze FI, Italy	11.259864	43.7783698	11.258515	11.261213	43.7770208	43.7797188	185
'Museo di Zoologia', 'Italy'	Via Giuseppe Jappelli, 1, 35131 Padova PD, Italy	11.8835231	45.4101444	11.8821741	11.8848721	45.4087954	45.4114934	183
'Museo Gemologico de la Concha y el Caracol', 'Managua, Nicaragua'	Managua, Nicaragua	-86.2361744	12.1149926	-86.3918334	-86.1250878	12.0199606	12.1753574	13813
'Museo Geologico H Fuenzalida', 'Chile'	Acceso Interno UCN 56, Antofagasta, Región de Antofagasta, Chile	-70.4092704	-23.6808247	-70.4106194	-70.4079214	-23.6821737	-23.6794757	203
'Museo Historico y de Ciencias Naturales Pago de los Lobos', 'Lobos, Argentina'	Cnel. Domingo Soriano Arévalo 1099-1199, Lobos, Pcia de Buenos Aires, Argentina	-59.090232	-35.1752937	-59.091581	-59.088883	-35.1766427	-35.1739447	194
'Museo Javeriano de Historia Natural, Laboratoriao de Entomologia', 'Colombia'	Carrera 7 No. 40 - 62, Bogotá, Colombia	-74.0649077	4.6284578	-74.0662567	-74.0635587	4.6271088	4.6298068	211
'Museo Jorge Gerhold', 'Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo Municipal de Historia Natural de Gral Alvear/Gen Alvear Municipal Museum of Natural History', 'General Alvear, Argentina'	General Alvear, Mendoza Province, Argentina	-67.6893858	-34.9779882	-67.7117002	-67.6702824	-34.9917237	-34.9642826	2314
'Museo Municipal El Chocon', 'Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo Paleontologico de Urumaco', 'Urumaco, Venezuela'	Urumaco 4141, Falcón, Venezuela	-70.2572024	11.2017893	-70.2664518	-70.2499722	11.1966732	11.2074503	1008
'Museo Paleontologico El Hato', 'Managua, Nicaragua'	El Hato, Nicaragua	-86.4560479	11.8891446	-86.4583253	-86.4517478	11.884947500000001	11.8924389	526
'Museo Paleontologico y Petrolero Astra', 'Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo Provincial de Ciencias Naturales \Dr. ngel Gallardo\', 'Rosario, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo Provincial de Ciencias Naturales \Florentino Ameghino\', 'Santa Fe, Argentina'	Primera Junta 2859, S3000CDJ Santa Fe, Argentina	-60.7104577	-31.6472148	-60.7118067	-60.7091087	-31.6485638	-31.6458658	197
'Museo Provincial de Ciencias Naturales Florentino Ameghino', 'Santa Fe, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Museo Provincial quot;Carlos Ameghinoquot;', 'Argentina'	Cipolletti, Río Negro, Argentina	-67.9953939	-38.9187043	-67.9967429	-67.9940449	-38.9200533	-38.9173553	190
'Museo Provinciale di Scienze Naturali', 'Italy'	Via Roma, 234, 57127 Livorno LI, Italy	10.3138494	43.5360761	10.3125004	10.3151984	43.5347271	43.5374251	185
'Museo Regional de Ciencias Naturales Prof Rodolfo Parodi Bustos', 'Salta Province, Argentina'	Av. San Martin, A4563 Campamento Vespucio, Salta, Argentina	-63.8570264	-22.5832528	-63.8583754	-63.8556774	-22.5846018	-22.5819038	204
'Museo Regionale di Scienze Naturali, St Pierre', 'Italy'	SR22, 11010 Saint-Pierre AO, Italy	7.226655	45.7103231	7.225306	7.228004	45.7089741	45.7116721	183
'Museo Requieu', 'France'	802 San Marcos St, Austin, TX 78702, USA	-97.7319951	30.2670255	-97.7333441	-97.7306461	30.2656765	30.2683745	198
'Museo y Biblioteca de la Zoologia', 'Cuba'	Cuba	-77.781167	21.521757	-85.1715001	-73.9545	19.6529001	23.3776001	444248
'Museo Zangheri di Storia Naturale della Romagna', 'Italy'	Piazza Pietro Zangheri, 6, 47521 Cesena FC, Italy	12.2417495	44.1370088	12.2404005	12.2430985	44.1356598	44.1383578	185
'Museo Zoologia', 'Italy'	Via Ulisse Aldrovandi, 18, 00197 Roma RM, Italy	12.4886655	41.9193129	12.4873165	12.4900145	41.9179639	41.9206619	187
'Museo Zoologico dell Universita quot;Federico IIquot;', 'Italy'	Via Mezzocannone, 8, 80100 Napoli NA, Italy	14.2564349	40.846252	14.2550859	14.2577839	40.844903	40.847601	188
'Museo Zoologico di Universita degli Studi', 'Italy'	Via Mezzocannone, 8, 80100 Napoli NA, Italy	14.2564577	40.8462976	14.2551087	14.2578067	40.8449486	40.8476466	188
'Museu Anchieta Porto Alegra', 'Brazil'	Av. Assis Brasil, 2611 - Cristo Redentor, Porto Alegre - RS, 91010-004, Brazil	-51.160827	-30.012251	-51.162176	-51.159478	-30.0136	-30.010902	198
'Museu Historic Municipal de Novelda', 'Spain'	Carrer Major, 24, 03660 Novelda, Alicante, Spain	-0.7655848	38.3870657	-0.7669338	-0.7642358	38.3857167	38.3884147	191
'Museu Historic Municipal de Novelda', 'Spain'	Plaza España, 1, 03660 Novelda, Alicante, Spain	-0.7649791	38.3861538	-0.7663281	-0.7636301	38.3848048	38.3875028	191
'Museu Regional do Dundo', 'Angola'	NA	NA	NA	NA	NA	NA	NA	NA
'Museu Rio-Grandense de Ciencias Naturais', 'Brazil'	Quinta da Boa Vista - São Cristóvão, Rio de Janeiro - RJ, 20940-040, Brazil	-43.2265289	-22.90576	-43.2278779	-43.2251799	-22.907109	-22.904411	204
'Museum Collection of Natural Science To Nature with Love', 'Byala Cherkva, Bulgaria'	5220 Byala Cherkva, Bulgaria	25.3108082	43.2054089	25.2942211	25.3281349	43.1964749	43.2138343	1674
'Museum d histoire naturelle d archeologie et d ethnographie', 'Cherbourg-Octeville, France'	Parc Emmanuel Liais, rue de l'Abbaye, Cherbourg-Octeville, 50100 Cherbourg-en-Cotentin, France	-1.629504	49.64298	-1.630853	-1.628155	49.641631	49.644329	179
'Museum d Histoire Naturelle Toulouse', 'France'	35 Allée Jules Guesde, 31000 Toulouse, France	1.449369	43.594153	1.44802	1.450718	43.592804	43.595502	185
'Museum de Poligny', 'France'	21 Avenue de la Résistance, 39800 Poligny, France	5.7059749	46.8341922	5.7046259	5.7073239	46.8328432	46.8355412	182
'Museum Deptartment of Zoology', 'India'	250 N Mills St, Madison, WI 53706, USA	-89.4045207	43.0715863	-89.4058697	-89.4031717	43.0702373	43.0729353	186
'Museum Deptartment of Zoology', 'India'	26 Oxford St, Cambridge, MA 02138, USA	-71.1152629	42.3789292	-71.1166119	-71.1139139	42.3775802	42.3802782	187
'Museum des Sciences Naturelles', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum Ecologico de Tropico Seco', 'Diriamba, Nicaragua'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum Entomologico', 'Venezuela'	Venezuela	-66.58973	6.42375	-73.4255611	-59.80378	0.5438179	12.770409	999593
'Museum fuer Geologie und Palaontologie der Georg-August-Universitat', 'Germany'	Nussallee 8, 53115 Bonn, Germany	7.0900434	50.726509	7.0886944	7.0913924	50.72516	50.727858	178
'Museum G Frey', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Museum Geologicum Universitatis Hafniensis', 'Denmark'	Nørregade 10, 1165 København, Denmark	12.5724096	55.6802303	12.5710606	12.5737586	55.6788813	55.6815793	173
'Museum George Frey', 'Germany'	Wertachstraße 29b, 86153 Augsburg, Germany	10.8882451	48.3791077	10.8868961	10.8895941	48.3777587	48.3804567	180
'Museum Godeffroy', 'Germany'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum Ludovicae Ulricae, Zoology Institute of the University of Uppsala', 'Sweden'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum National d Histoire Naturelle Lesotho', 'South Africa'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum National d Histoire Naturelle, Paris (MNHN) - Non-vascular Plants and Fungi', 'Paris Cedex, France'	57 Rue Cuvier, 75005 Paris, France	2.3562101	48.8443425	2.3548611	2.3575591	48.8429935	48.8456915	180
'Museum of Brila', 'Department of Natural Sciences, Romania'	11 W Jones St, Raleigh, NC 27601, USA	-78.639556	35.782182	-78.640905	-78.638207	35.780833	35.783531	193
'Museum of Brila', 'Department of Natural Sciences, Romania'	1900 Benjamin Franklin Pkwy, Philadelphia, PA 19103, USA	-75.1712047	39.9570904	-75.1725537	-75.1698557	39.9557414	39.9584394	189
'Museum of Evolution, Polish Academy of Sciences', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Faculty of Fisheries, Ege University', 'Bornova, Turkey'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Geology, South Dakota School of Mines and Technology', 'Rapid City, United States'	501 E St Joseph St, Rapid City, SD 57701, USA	-103.206006	44.073766	-103.207355	-103.204657	44.072417	44.075115	185
'Museum of Grannat', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of he Isle of Wight Geology', 'United Kingdom'	Culver Parade, Sandown PO36 8QA, UK	-1.142759	50.659197	-1.144108	-1.14141	50.657848	50.660546	178
'Museum of Institute of Hydrobiology, Chainese Academy of Sciences', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Irish Industry', 'Dublin, Ireland'	Collins Barracks, Benburb St, Arran Quay, Dublin 7, Ireland	-6.2873631	53.3487803	-6.2887121	-6.2860141	53.3474313	53.3501293	175
'Museum of Irish Industry', 'Dublin, Ireland'	CHQ, Custom House Quay, Dublin 1, Dublin, D01 T6K4, Ireland	-6.248048	53.348197	-6.249397	-6.246699	53.346848	53.349546	175
'Museum of Local Studies', 'Perm, Russia'	203 Union St, Clinton, MA 01510, USA	-71.683656	42.415573	-71.685005	-71.682307	42.414224	42.416922	187
'Museum of Louth Naturalists Antiquity and Literary Society', 'Louth, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Natural History (Hrvatski Zooloski Muzej)', 'Croatia'	Demetrova ul. 1, 10000, Zagreb, Croatia	15.9723155	45.8170971	15.9709665	15.9736645	45.8157481	45.8184461	183
'Museum of Natural History (Hrvatski Zooloski Muzej)', 'Croatia'	Poljana kneza Trpimira 3, 21000, Split, Croatia	16.4431224	43.5072017	16.4417734	16.4444714	43.5058527	43.5085507	185
'Museum of Natural History in the Ottoneum', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Museum of Natural History, Reunion', 'Réunion'	1 Rue Poivre, Saint-Denis 97400, Réunion	55.4516178	-20.887451	55.4502688	55.4529668	-20.8888	-20.886102	205
'Museum of Natural Sciences Augusto G Schulz', 'Chaco Province, Argentina'	Carlos Pellegrini 802, H3508ENB Resistencia, Chaco, Argentina	-58.977181	-27.445999	-58.97853	-58.975832	-27.447348	-27.44465	200
'Museum of Nature', 'Biaowiea Forest, Belarus'	240 McLeod St, Ottawa, ON K2P 2R1, Canada	-75.68851	45.412709	-75.689859	-75.687161	45.41136	45.414058	183
'Museum of Nature', 'Biaowiea Forest, Belarus'	Belarus	27.953389	53.709807	23.1783377	32.7768202	51.262011	56.1718719	412962
'Museum of New Zealand Te Papa Tongarewa - Entomology', 'Wellington, New Zealand'	55 Cable St, Te Aro, Wellington 6011, New Zealand	174.7820894	-41.2904563	174.7807404	174.7834384	-41.2918053	-41.2891073	188
'Museum of Portuguese Guinea', 'Guinea-Bissau'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Science and Art', 'Ireland'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Speleology and Bulgarian Karst', 'Chepelare, Bulgaria'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of the Center for Entomological Studies', 'Turkey'	Turkey	35.243322	38.963745	25.5377	44.8178449	35.808592	42.3666999	892754
'Museum of the Geological Survey of Portugal', 'Portugal'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of the Institute of Marine Biology', 'Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of the Izumi Board of Education', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Zoology', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum of Zoology at the University of Bergen, Vertebrate collections', 'Norway'	Bergen, Norway	5.3217549	60.3878586	5.3204059	5.3231039000000004	60.3865096	60.3892076	168
'Museum Sichuan Institute of Natural Resources', 'China'	Sichuan, China	102.8054753	30.2638032	97.3480814	108.5467122	26.0458652	34.3129997	702675
'Museum voor Dierkunde, Rijksuniversiteit', 'Belgium'	NA	NA	NA	NA	NA	NA	NA	NA
'Museum Wasmann', 'Netherlands'	De Bosquetplein 7, 6211 KJ Maastricht, Netherlands	5.6879428	50.8449441	5.6866032	5.6893011	50.8435888	50.8462867	177
'Museum Zoologia', 'Mexico'	A Zacango - Fernando Muciño, Estado de México, Mexico	-99.6458137	19.204313	-99.6471627	-99.6444647	19.202964	19.205662	206
'Museum Zoologia', 'Mexico'	Mazunte, Oaxaca, Mexico	-96.5518205	15.6659271	-96.5531695	-96.5504715	15.6645781	15.6672761	208
'Museum Zoologia del Giardino Zoologico', 'Italy'	Viale Aldo Moro, 31, 70043 Monopoli BA, Italy	17.2729155	40.9640392	17.2715665	17.2742645	40.9626902	40.9653882	188
'Museum Zoologicum Bogoriense', 'Cibinong, Indonesia'	Kebun Raya Bogor, Jl. Ir. H. Djuanda No. 13, Paledang, Bogor Tengah, Paledang, Bogor Tengah, Kota Bogor, Jawa Barat 16911, Indonesia	106.7969367	-6.6036134	106.7955877	106.7982857	-6.6049624	-6.6022644	211
'Museum Zoologicum Bogoriense, Entomology Collection', 'Indonesia'	Indonesia	113.921327	-0.789275	94.7351	141.0425	-11.1082999	6.2169999	2408783
'Musum of the Biological Laboratory', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'Muzeul Orasului Sf Gheorghe', 'Romania'	Strada Kós Károly 10, Sfântu Gheorghe 520001, Romania	25.7853121	45.8617364	25.7839631	25.7866611	45.8603874	45.8630854	183
'Muzeului Judetean Covasna, Collection of Insects', 'Romania'	Covasna County, Romania	25.8918984	45.9426347	25.442883	26.4494799	45.515566	46.283155	57363
'MycoKey, Denmark', 'Denmark'	Denmark	9.501785	56.26392	7.8552001	15.2298	54.4317001	58.02846	229156
'Mycology and Metabolic Diversity Research Center, Tamagawa University Research Institute', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Mycology Collection', 'Hungary'	Hungary	19.5033041	47.162494	16.1133078	22.8965438	45.7370889	48.585234	299053
'Mycology Section, Plant Pathology and Microbiology Division, Department of Agricultural Science', 'Thailand'	NA	NA	NA	NA	NA	NA	NA	NA
'Mycotheca Universitatis Taurinensis', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Mykotektet, National Veterinary Institute', 'Norway'	NA	NA	NA	NA	NA	NA	NA	NA
'Myxobacteria Bank', 'Asan, South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'N I Lobachevsky Nizhny Novgorod State University, Faculty of Biology, Department of Botany', 'Nizhni Novgorod, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'N I Vavilov Institute of Plant Industry', 'Saint Petersburg, Russia'	Bol'shaya Morskaya Ulitsa, 42-44, Sankt-Peterburg, Russia, 190000	30.3067866	59.9319474	30.3054376	30.3081356	59.9305984	59.9332964	168
'N I Vavilov Institute of Plant Industry', 'Saint Petersburg, Russia'	Bol'shaya Morskaya Ulitsa, 42, Sankt-Peterburg, Russia, 190000	30.310231	59.932739	30.308882	30.31158	59.93139	59.934088	168
'N I Vavilov Institute of Plant Industry, Department of Introduction and Systematics', 'Saint Petersburg, Russia'	St Petersburg, Russia	30.3350986	59.9342802	29.4464432	30.7349362	59.6468681	60.233527	40085
'Nagano Environmental Conservation Research Institute', 'Nagano City, Japan'	Nagano, Nagano Prefecture 381-0000, Japan	138.1877051	36.6589921	138.1726424	138.1944131	36.6527818	36.6822499	1513
'Nagao Institute', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Nairn Literary Society Library, Public Library', 'Nairn, United Kingdom'	Nairn, UK	-3.8684751	57.586422	-3.9068328	-3.8366441	57.5699743	57.5922054	2010
'Nanyue Arboretum', 'Hengyang, China'	Nanyue, Hengyang, Hunan, China	112.738604	27.232443	112.5692489	112.781954	27.18943	27.3312314	11758
'Naoroji Godrej Centre for Plant Research', 'Post Shirwal, India'	Shindewadi, Shirwal, Maharashtra 412801, India	73.9574356	18.1554182	73.9560866	73.9587846	18.1540692	18.1567672	207
'Natal Parks, Game, and Fish Preservation Board', 'Mtubatuba, South Africa'	Mtubatuba, 3935, South Africa	32.2143323	-28.4059334	32.134003	32.2315349	-28.4495389	-28.3944929	2109
'Nationaal Herbarium Nederland, Leiden University branch', 'eiden, Netherlands'	NA	NA	NA	NA	NA	NA	NA	NA
'National Academy of Science, Kyrgyzstan', 'Bishkek, Kyrgyzstan'	265а, к.322а Chuy Ave, Bishkek, Kyrgyzstan	74.5797753	42.8781093	74.5784263	74.5811243	42.8767603	42.8794583	186
'National Agricultural Insect Collection', 'Papua New Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'National Archives and Museum', 'Seychelles'	701 Constitution Ave NW, Washington, DC 20408, USA	-77.022939	38.892559	-77.024288	-77.02159	38.89121	38.893908	190
'National Bank of Algae', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'National Bio-Resource Project', 'Japan'	Japan	138.252924	36.204824	122.8554688	154.0031455	20.3585295	45.6412626	1685385
'National Biodiversity Centre', 'Thimphu, Bhutan'	NA	NA	NA	NA	NA	NA	NA	NA
'National Butterfly Museum (Saruman Museum)', 'United Kingdom'	United Kingdom	-3.435973	55.378051	-8.8988999	33.9165549	34.5614	60.9157	2250062
